,DATASET,NLME_RESULT_ID,NLME_CURVE_ID,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,COMPANY_ID,WEBRELEASE,MIN_CONC,MAX_CONC,LN_IC50,AUC,RMSE,Z_SCORE
190859,GDSC1,281,13084689,907300,KY821,SIDM00553,LAML,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.766118,0.9572870000000001,0.116807,-0.586723
190860,GDSC1,281,13085030,907311,KU812,SIDM00308,LCML,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.421801,0.9412520000000001,0.148421,-0.914702
190861,GDSC1,281,13085373,907312,KU-19-19,SIDM01033,BLCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.4058309999999996,0.978517,0.014644999999999998,0.022636
190862,GDSC1,281,13085681,907313,KS-1,SIDM00555,GBM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.120385,0.966476,0.050543,0.7032849999999999
190863,GDSC1,281,13086027,907314,KP-N-YN,SIDM00556,NB,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.678121,0.979584,0.053866,1.234557
190864,GDSC1,281,13086370,907317,KYSE-150,SIDM01031,ESCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.419581,0.978732,0.077457,0.035733999999999995
190865,GDSC1,281,13086679,907318,KYSE-180,SIDM01030,ESCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.5927580000000003,0.978618,0.137714,0.200694
190866,GDSC1,281,13086981,907319,KYSE-270,SIDM01029,ESCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.82477,0.9680040000000001,0.145846,-0.530853
190867,GDSC1,281,13087279,907320,KYSE-450,SIDM01027,ESCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.058315,0.98619,0.044028,0.6441600000000001
190868,GDSC1,281,13087577,907321,KYSE-510,SIDM01026,ESCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.3394220000000003,0.986264,0.209932,-0.040621
190869,GDSC1,281,13087881,907322,L-428,SIDM00327,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.775704,0.966347,0.090287,-0.577592
190870,GDSC1,281,13088233,907323,L-540,SIDM00329,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.429019,0.942521,0.12181700000000001,-0.907826
190871,GDSC1,281,13088578,907783,LAMA-84,SIDM00346,LCML,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.358213,0.9271020000000001,0.19973,-0.975273
190872,GDSC1,281,13088924,907786,LC-2-ad,SIDM00297,LUAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.638758,0.976607,0.12145999999999998,0.244511
190873,GDSC1,281,13089263,907787,LC4-1,SIDM00549,ALL,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.337648,0.9107780000000001,0.19323900000000002,-0.9948610000000001
190874,GDSC1,281,13089608,907788,LNCaP-Clone-FGC,SIDM00683,PRAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.888286,0.973133,0.2396,0.4822
190875,GDSC1,281,13089956,907789,LOUCY,SIDM00342,ALL,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.494671,0.971647,0.14429899999999998,-0.84529
190876,GDSC1,281,13090302,907790,LoVo,SIDM00839,COREAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.052922,0.9544360000000001,0.072877,-0.31352800000000003
190877,GDSC1,281,13090609,907791,LP-1,SIDM00340,MM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.3133169999999996,0.9883860000000001,0.021017,-0.06548799999999999
190878,GDSC1,281,13090961,907792,LS-123,SIDM00776,COREAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.242611,0.962184,0.051427,0.8197120000000001
190879,GDSC1,281,13091315,907794,LS-411N,SIDM00660,COREAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.552159,0.95824,0.057673,0.162021
190880,GDSC1,281,13091662,907795,LS-513,SIDM00677,COREAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.6169699999999985,0.9869030000000001,0.034267,1.176308
190881,GDSC1,281,13092015,907796,LU-99A,SIDM01219,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.643797,0.93735,0.061805,-0.70324
190882,GDSC1,281,13092301,907799,MC116,SIDM00637,DLBC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.453188,0.9941610000000001,0.11963900000000001,-0.8848039999999999
190883,GDSC1,281,13092637,908118,MC-IXC,SIDM01246,NB,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,1.1257629999999998,0.889774,0.057424,-2.1492430000000002
190884,GDSC1,281,13092937,908120,MDA-MB-175-VII,SIDM00633,BRCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.572471,0.986222,0.026552,1.13392
190885,GDSC1,281,13093238,908121,MDA-MB-361,SIDM00528,BRCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.029624,0.983923,0.130437,0.61683
190886,GDSC1,281,13093540,908122,MDA-MB-453,SIDM00272,BRCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.216684,0.985291,0.075518,0.7950149999999999
190887,GDSC1,281,13093838,908123,MDA-MB-468,SIDM00628,BRCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.344116,0.98013,0.021791,-0.03615
190888,GDSC1,281,13094138,908124,MEL-HO,SIDM00337,SKCM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.503458,0.975148,0.020796000000000002,0.115631
190889,GDSC1,281,13094273,908125,MEL-JUSO,SIDM00336,SKCM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.316609,0.9656680000000001,0.059075,-0.062352
190890,GDSC1,281,13094578,908126,MEG-01,SIDM00526,LCML,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.090521,0.9592930000000001,0.09162000000000001,-0.277712
190891,GDSC1,281,13094918,908127,MES-SA,SIDM00625,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.3875040000000003,0.978073,0.13702499999999998,0.005179
190892,GDSC1,281,13095228,908128,Mewo,SIDM00545,SKCM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.539495,0.978291,0.17955,1.102509
190893,GDSC1,281,13095526,908129,MFE-280,SIDM00335,UCEC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.399565,0.974758,0.08286,0.969218
190894,GDSC1,281,13095829,908130,MFE-296,SIDM00334,UCEC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.6913339999999994,0.9680469999999999,0.037895,0.294592
190895,GDSC1,281,13096140,908131,MG-63,SIDM00525,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.922784,0.919686,0.103047,-0.43749
190896,GDSC1,281,13096417,908132,MHH-CALL-2,SIDM00331,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.768358,0.9936219999999999,0.020847,-0.584589
190897,GDSC1,281,13096553,908134,MHH-ES-1,SIDM00386,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,0.5209189999999999,0.757933,0.132902,-2.725388
190898,GDSC1,281,13096866,908135,MHH-NB-11,SIDM00387,NB,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.124192,0.977071,0.201485,0.706912
190899,GDSC1,281,13097118,908136,MHH-PREB-1,SIDM00388,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.260148,0.978764,0.087104,-0.11613399999999999
190900,GDSC1,281,13097462,908138,MKN1,SIDM00271,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.6875940000000003,0.974465,0.086837,0.29103
190901,GDSC1,281,13097754,908139,MKN28,SIDM00260,STAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.270914,0.962382,0.193325,-0.105879
190902,GDSC1,281,13098034,908141,ML-2,SIDM00441,LAML,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,1.4809869999999998,0.8794759999999999,0.14534,-1.810874
190903,GDSC1,281,13098377,908142,MLMA,SIDM00561,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.952188,0.959224,0.068164,-0.409481
190904,GDSC1,281,13098727,908143,MN-60,SIDM00438,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.643002,0.9659969999999999,0.092665,0.248554
190905,GDSC1,281,13099078,908144,MOG-G-CCM,SIDM00532,LGG,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.053918,0.94368,0.063774,-0.312578
190906,GDSC1,281,13099388,908145,MOG-G-UVW,SIDM00504,LGG,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,1.5154459999999998,0.873065,0.07317599999999999,-1.7780509999999998
190907,GDSC1,281,13099695,908146,MOLT-13,SIDM00433,ALL,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,1.981414,0.91894,0.12989699999999998,-1.334192
190908,GDSC1,281,13099970,908147,MOLT-16,SIDM00431,ALL,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,1.895103,0.940219,0.07266199999999999,-1.416408
190909,GDSC1,281,13100105,908148,MONO-MAC-6,SIDM01023,LAML,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.303093,0.956933,0.100713,-0.075227
190910,GDSC1,281,13100450,908149,Mo-T,SIDM00623,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.7027740000000002,0.9301510000000001,0.130768,-0.647061
190911,GDSC1,281,13100802,908150,MPP-89,SIDM00222,MESO,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.548972,0.977195,0.07287099999999999,1.111536
190912,GDSC1,281,13101146,908151,MRK-nu-1,SIDM00562,BRCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.356983,0.962675,0.050446,-0.023894
190913,GDSC1,281,13101486,908152,MSTO-211H,SIDM00640,MESO,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.945186,0.989777,0.023426,0.5364
190914,GDSC1,281,13101818,908156,MV-4-11,SIDM00657,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,0.9166,0.8209489999999999,0.15884500000000001,-2.348482
190915,GDSC1,281,13102159,908158,NALM-6,SIDM00429,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.061573,0.942989,0.07261799999999999,-1.257837
190916,GDSC1,281,13102507,908159,NAMALWA,SIDM00641,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.142595,0.9848520000000001,0.04032,-0.228109
190917,GDSC1,281,13102811,908440,NB69,SIDM00244,NB,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,1.805753,0.910355,0.072586,-1.5015189999999998
190918,GDSC1,281,13103129,908442,NCI-H508,SIDM00777,COREAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.0843370000000006,0.939393,0.037860000000000005,0.668948
190919,GDSC1,281,13103272,908443,NCI-H520,SIDM01130,LUSC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.215564,0.9870690000000001,0.02696,0.793948
190920,GDSC1,281,13103577,908444,SNU-1,SIDM01146,STAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.347664,0.900648,0.143674,-0.9853209999999999
190921,GDSC1,281,13103921,908445,SNU-5,SIDM01144,STAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.1736240000000002,0.948651,0.159348,-0.198552
190922,GDSC1,281,13104273,908446,SNU-16,SIDM01145,STAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.289036,0.918572,0.096059,-1.041167
190923,GDSC1,281,13104615,908447,NH-12,SIDM00577,NB,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.050816,0.950815,0.061862,-0.315533
190924,GDSC1,281,13104947,908448,NKM-1,SIDM00576,LAML,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,0.312974,0.7114469999999999,0.18271500000000002,-2.923466
190925,GDSC1,281,13105290,908449,NMC-G1,SIDM00575,LGG,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.2847230000000005,0.9473299999999999,0.055788,-0.092725
190926,GDSC1,281,13105641,908450,no-11,SIDM00573,LGG,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.7671360000000003,0.958967,0.11841900000000001,0.366798
190927,GDSC1,281,13105988,908451,NOMO-1,SIDM00580,LAML,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.508789,0.9161790000000001,0.093355,-0.8318409999999999
190928,GDSC1,281,13106338,908452,no-10,SIDM00574,LGG,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.6187239999999985,0.982782,0.031379000000000004,1.177979
190929,GDSC1,281,13106689,908454,NTERA-2-cl-D1,SIDM01203,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,0.21432800000000002,0.716644,0.082526,-3.017432
190930,GDSC1,281,13107034,908455,NUGC-3,SIDM00572,STAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.85426,0.9727180000000001,0.127691,0.449787
190931,GDSC1,281,13107331,908457,NCI-H747,SIDM00778,COREAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.515217,0.977202,0.092981,1.0793819999999998
190932,GDSC1,281,13107685,908458,NCI-H716,SIDM00779,COREAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,1.7596699999999998,0.8649089999999999,0.12978800000000001,-1.545415
190933,GDSC1,281,13108035,908459,NCI-H596,SIDM01127,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.7422119999999985,0.979599,0.051025,1.295607
190934,GDSC1,281,13108340,908460,NCI-H441,SIDM00925,LUAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,5.2995519999999985,0.97649,0.048252,1.826502
190935,GDSC1,281,13108650,908461,NCI-N87,SIDM01147,STAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,5.072257,0.9784010000000001,0.03605,1.609991
190936,GDSC1,281,13108788,908462,NCI-H2452,SIDM00722,MESO,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.613803,0.9835020000000001,0.032674,1.173291
190937,GDSC1,281,13109092,908463,NCI-H1793,SIDM00755,LUAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.8190480000000004,0.941945,0.16721899999999998,0.416246
190938,GDSC1,281,13109389,908465,NCI-H358,SIDM00718,LUAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.424936,0.9822780000000001,0.055215,0.9933850000000001
190939,GDSC1,281,13109688,908467,NCI-H1155,SIDM00651,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.103697,0.9332520000000001,0.094484,-1.2177120000000001
190940,GDSC1,281,13110040,908468,NCI-H1105,SIDM00652,SCLC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.212603,0.945737,0.042078,-1.113974
190941,GDSC1,281,13110217,908469,NCI-H1436,SIDM00697,SCLC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.482679,0.981115,0.032319,1.048388
190942,GDSC1,281,13110568,908470,NCI-H28,SIDM00720,MESO,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.0020050000000005,0.966817,0.056021,0.590522
190943,GDSC1,281,13110871,908471,NCI-H1581,SIDM00748,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.919175,0.98831,0.11108,0.511622
190944,GDSC1,281,13111210,908472,NCI-H1573,SIDM00749,LUAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.5734790000000003,0.972042,0.197279,0.182329
190945,GDSC1,281,13111509,908473,NCI-H1666,SIDM00743,LUAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.868758,0.937007,0.15851300000000001,-0.488953
190946,GDSC1,281,13111852,908474,NCI-H1703,SIDM00740,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.421419,0.982082,0.0334,0.990036
190947,GDSC1,281,13112148,908475,NCI-H1755,SIDM00738,LUAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.361566000000001,0.9842110000000001,0.033369,0.933022
190948,GDSC1,281,13112459,908476,NCI-H1993,SIDM00758,LUAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.5046870000000006,0.972952,0.08995,1.069352
190949,GDSC1,281,13112770,908480,NCI-H2081,SIDM00710,SCLC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.126409,0.9587120000000001,0.031162,-0.243527
190950,GDSC1,281,13113321,908483,NCI-H524,SIDM01129,SCLC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.035887,0.9692870000000001,0.053973,-0.329754
190951,GDSC1,281,13113829,909248,ONS-76,SIDM00567,MB,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,1.900546,0.8902399999999999,0.093045,-1.411224
190952,GDSC1,281,13114179,909249,OPM-2,SIDM00457,MM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.791353,0.9941190000000001,0.043796,0.389866
190953,GDSC1,281,13114525,909250,OS-RC-2,SIDM00239,KIRC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.658677,0.972302,0.092196,1.2160360000000001
190954,GDSC1,281,13114864,909251,P12-ICHIKAWA,SIDM00463,ALL,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.450407,0.961959,0.06068099999999999,-0.8874529999999999
190955,GDSC1,281,13115171,909252,P30-OHK,SIDM00364,ALL,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.864747,0.97935,0.03849,-0.492774
190956,GDSC1,281,13115514,909253,P31-FUJ,SIDM00363,LAML,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.551739,0.978179,0.041208,-0.790929
190957,GDSC1,281,13115855,909255,PA-1,SIDM01140,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,1.433298,0.904537,0.150916,-1.8563009999999998
190958,GDSC1,281,13116084,909256,OCUB-M,SIDM00241,BRCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.458793,0.956885,0.073143,-0.8794649999999999
190959,GDSC1,281,13116430,909257,OC-314,SIDM00220,OV,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.1560900000000003,0.974353,0.077932,-0.21525500000000003
190960,GDSC1,281,13116733,909260,PF-382,SIDM00451,ALL,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.243694,0.93861,0.113457,-1.084357
190961,GDSC1,281,13117077,909262,Raji,SIDM00844,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.708121,0.983934,0.038788,0.310583
190962,GDSC1,281,13117422,909263,RCM-1,SIDM00359,COREAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.832336,0.983217,0.029791,1.381455
190963,GDSC1,281,13117731,909264,RD,SIDM00847,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.308506,0.9824120000000001,0.16089499999999998,0.8824799999999999
190964,GDSC1,281,13118030,909696,REH,SIDM00447,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.2621330000000004,0.934241,0.104316,-1.066793
190965,GDSC1,281,13118376,909697,RF-48,SIDM01092,STAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.3307450000000003,0.903517,0.155863,-1.0014370000000001
190966,GDSC1,281,13118721,909698,RKO,SIDM01090,COREAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.31934,0.9774950000000001,0.08337,-0.05975
190967,GDSC1,281,13119072,909699,RMG-I,SIDM00352,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.655501,0.9798110000000001,0.04315,1.2130100000000001
190968,GDSC1,281,13119538,909701,RPMI-6666,SIDM00813,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.398391,0.952632,0.055909,0.015549
190969,GDSC1,281,13119884,909702,RPMI-8402,SIDM00403,ALL,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.321975,0.988503,0.021077000000000002,-0.057241
190970,GDSC1,281,13120237,909703,RS4-11,SIDM01086,ALL,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,1.555249,0.8755719999999999,0.159359,-1.7401369999999998
190971,GDSC1,281,13120892,909706,RVH-421,SIDM00401,SKCM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.783543,0.97684,0.0393,1.334977
190972,GDSC1,281,13121202,909707,Saos-2,SIDM01084,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,5.012419,0.980184,0.033159999999999995,1.552992
190973,GDSC1,281,13121505,909708,SAS,SIDM00351,HNSC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.796913,0.9446190000000001,0.146867,-0.557389
190974,GDSC1,281,13121809,909709,SCC-9,SIDM01080,HNSC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.787569,0.977747,0.037415,1.3388120000000001
190975,GDSC1,281,13122110,909711,SCH,SIDM00383,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.618093,0.9744719999999999,0.069461,0.22482600000000003
190976,GDSC1,281,13122446,909712,SF126,SIDM00382,GBM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.384001,0.967915,0.06354499999999999,0.001842
190977,GDSC1,281,13122794,909713,SH-4,SIDM01079,SKCM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.851246,0.975557,0.07657499999999999,1.399468
190978,GDSC1,281,13123352,909716,SJRH30,SIDM01095,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.489004,0.979365,0.037622,0.101863
190979,GDSC1,281,13123660,909717,SJSA-1,SIDM01112,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.552833000000001,0.9812850000000001,0.037623000000000004,1.115214
190980,GDSC1,281,13124009,909718,SK-CO-1,SIDM01096,COREAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.100816,0.9679780000000001,0.037307,-0.267906
190981,GDSC1,281,13124320,909719,SK-HEP-1,SIDM01110,LIHC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.794134,0.986724,0.075081,0.392515
190982,GDSC1,281,13124624,909720,SK-LMS-1,SIDM01109,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.324868,0.974366,0.082506,-0.054485000000000006
190983,GDSC1,281,13124974,909721,SK-LU-1,SIDM01108,LUAD,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.045882,0.96986,0.061261,0.632317
190984,GDSC1,281,13125287,909722,SKM-1,SIDM00380,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,0.995751,0.7947329999999999,0.139988,-2.273087
190985,GDSC1,281,13125520,909723,SK-MEL-1,SIDM01107,SKCM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.271929,0.938788,0.10258900000000001,-0.104912
190986,GDSC1,281,13125872,909724,SK-MEL-3,SIDM01105,SKCM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.232925,0.98151,0.062593,0.810485
190987,GDSC1,281,13126172,909725,SK-MEL-24,SIDM01106,SKCM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.437873000000001,0.9782709999999999,0.08969400000000001,1.005709
190988,GDSC1,281,13126469,909726,SK-MEL-30,SIDM00392,SKCM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.263167,0.983769,0.041863,0.8392919999999999
190989,GDSC1,281,13126769,909727,SK-MEL-31,SIDM01104,SKCM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.9893519999999985,0.984433,0.039857,1.5310199999999998
190990,GDSC1,281,13126905,909728,SK-MES-1,SIDM01103,LUSC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.33637,0.983893,0.07626799999999999,0.909021
